"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"189","Malta","MLT",37.3,6.54,1,10,0.01,0.01,0.000666666666667481,0.000666666666667481,459.432,0,10,0,20210722,NA,59.9,NA,62.5,NA,59.52,NA,NA,3.09230769230769,3.75,4.1,NA,"122.0","High","53","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","4.7 %","Low","4.3 %","Low","1.1 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"190","Myanmar","MMR",43.4,5.32,0.186232526040507,0,582.491533623609,144.476330554449,10,9.63175537029659,100.575,4.288,4.023,8.576,20210722,NA,66.82,NA,75,NA,65.65,NA,NA,2.02769230769231,2.5,4.8,NA,"71.8","Medium","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","3.2 %","Low","4.0 %","Low","5.0 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","-27.33%","Low","7.7","High","3.2","Medium","0.8","Low","No hotspot","Low","High","High",7,0,0
"191","Montenegro","MNE",43.7,5.26,NA,NA,-46.1606098963215,47.649109820653,0,3.17660732137687,58.911,0.682,2.35644,1.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,"47.9","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"9.0 %","Low","NO DATA",NA,"-0.2 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"192","Mongolia","MNG",49.5,4.1,0.26454246031746,1.07136561046809,-38.7420988575242,-33.0122345771529,0,0,410.1,2.092,10,4.184,20210722,NA,60.21,NA,50,NA,61.67,NA,NA,3.04461538461538,5,3.7,NA,"902.6","High","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","5.0 %","Low","7.5 %","Medium","3.7 %","Medium","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","4.3","Medium","0.0","Low","5.4","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"193","Mozambique","MOZ",28.1,8.38,0.503725207221651,4.64393497955025,255.668016194332,79.5600537340905,10,5.3040035822727,47.004,0.718,1.88016,1.436,20210722,NA,49.58,NA,0,NA,56.67,NA,NA,4.68,10,6.2,NA,"43.9","Medium","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","No income support","High","0","High","2.1 %","Low","NO DATA",NA,"5.3 %","High","Fully open","Low","2,914,056","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","4.00%","Medium","0.4","Low","0.0","Low","4.7","Medium","Hotspot","High","High","High",10,0,0
"194","Mauritania","MRT",27.5,8.5,0.415277305920886,3.32282688527249,300,143.703539582919,10,9.58023597219459,32.076,0.522,1.28304,1.044,20210722,NA,42.29,NA,0,NA,48.33,NA,NA,5.80153846153846,10,5.8,NA,"22.3","Medium","-999","High","Screening","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","0","High","3.1 %","Low","NO DATA",NA,"2.3 %","Low","Fully open","Low","216,835","Medium","0.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.1","Low","0.0","Low","7.9","High","No hotspot","Low","Medium","Medium",9.5,0,0
"195","Mauritius","MUS",34.9,7.02,0.202249319727891,0.14091987868056,0.01,0.01,0.000666666666667481,0.000666666666667481,89.414,0.112,3.57656,0.224,20210722,NA,62.81,NA,75,NA,61.07,NA,NA,2.64461538461538,2.5,3.7,NA,"19.7","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-15.8 %","High","10.9 %","Medium","2.5 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"196","Malawi","MWI",28,8.4,0.702980768499512,7.62012922455448,255.947877259353,191.514647844283,10,10,35.487,0.844,1.41948,1.688,20210722,NA,48.96,NA,25,NA,52.38,NA,NA,4.77538461538462,7.5,5.7,NA,"18.6","Low","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","0.6 %","Medium","NO DATA",NA,"9.5 %","High","Fully open","Low","2,549,703","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","4.4","Medium","No hotspot","Low","High","High",9.25,0,0
"197","Malaysia","MYS",62.2,1.56,0.402574385486372,3.13308885011057,40.0353863004466,68.0010037839041,2.6690257533631,4.53340025226027,372.159,4.136,10,8.272,20210722,NA,80,NA,75,NA,80.71,NA,NA,0,2.5,3.2,NA,"315.9","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-5.6 %","High","3.8 %","Low","-1.1 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-50.00%","Low","0.9","Low","1.7","Low","2.4","Medium","NO DATA",NA,"Low","Medium",3,0,0
"198","Namibia","NAM",35.6,6.88,0.654965793998602,6.90295029179507,63.2570350033059,-37.6217780282152,4.21713566688706,0,287.86,21.365,10,10,20210722,NA,67.29,NA,0,NA,76.9,NA,NA,1.95538461538461,10,5.1,NA,"745.6","High","65","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","2.6 %","Low","NO DATA",NA,"3.4 %","Medium","Fully open","Low","354,431","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.0","Low","3.9","Medium","No hotspot","Low","High","High",7.75,0,0
"199","Niger","NER",32.2,7.56,0.236968216093977,0.659501035938954,-100,29.7235738689305,0,1.98157159126204,0.254,0,0.0101600000000008,0,20210722,NA,31.46,NA,50,NA,28.81,NA,NA,7.46769230769231,5,6.2,NA,"0.2","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","No income support","High","2","Low","6.9 %","Low","NO DATA",NA,"2.8 %","Low","Fully open","Low","2,309,137","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","-10.71%","Medium","6.5","Medium","0.0","Low","6.3","Medium","No hotspot","Low","High","High",10,0,0
"200","Nigeria","NGA",37.8,6.44,0.630656222967046,6.53984873047028,61.5384615384616,104.999629107633,4.1025641025641,6.9999752738422,0.672,0.002,0.0268800000000002,0.00399999999999956,20210722,NA,45.62,NA,0,NA,52.14,NA,NA,5.28923076923077,10,5.9,NA,"0.5","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-1.8 %","High","NO DATA",NA,"13.2 %","High","Fully open","Low","9,196,137","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","2.00%","Medium","4.3","Medium","0.0","Low","0.4","Low","No hotspot","Low","High","High",9.75,0,0
"201","Nicaragua","NIC",43.1,5.38,0.614642857142859,6.30066400255881,-28.2051282051282,28.7926997206257,0,1.91951331470838,7.354,0.022,0.294160000000002,0.0440000000000005,20210722,NA,11.04,NA,0,NA,12.62,NA,NA,10,10,4.6,NA,"8.2","Low","6","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","-3.0 %","High","8.1 %","Medium","3.7 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"No COVID-19 public information campaign","High","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-33.33%","Low","1.5","Low","1.2","Low","3.8","Medium","No hotspot","Low","Low","Medium",6.5,0,0
"202","Netherlands","NLD",75.6,0,0.775251999499295,8.69961338249464,-0.0235526873616255,531.804703724998,0,10,555.008,0.142,10,0.284000000000001,20210722,NA,49.48,NA,75,NA,45.83,NA,NA,4.69538461538462,2.5,2.5,NA,"304.4","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.8 %","High","4.9 %","Low","1.1 %","Low","Fully open","Low","NO DATA",NA,"-52.94%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.25,0,0
"203","Norway","NOR",64.6,1.08,0.44976329093278,3.83792914624565,-19.3037314988534,2.89777632774329,0,0.19318508851622,32.913,0.079,1.31652,0.157999999999999,20210722,NA,57.34,NA,37.5,NA,60.18,NA,NA,3.48615384615385,6.25,1.9,NA,"48.0","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","3.9 %","Low","4.3 %","Low","2.2 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"204","Nepal","NPL",35.1,6.98,0.580191192104551,5.78607436420567,-15.0762986379425,5.44541499119114,0,0.363027666079409,59.243,1.015,2.36972,2.03,20210722,NA,65.52,NA,37.5,NA,69.52,NA,NA,2.22769230769231,6.25,5.1,NA,"74.7","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.9 %","Low","NO DATA",NA,"4.2 %","Medium","Partially open","Medium","NO DATA",NA,"-27.27%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","0.00%","Medium","6.7","Medium","0.0","Low","2.7","Medium","No hotspot","Low","NO CRISIS","Low",7.75,0,0
"205","Nauru","NRU",20.8,9.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.7 %","Medium","NO DATA",NA,"1.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",8,0,0
"206","New Zealand","NZL",54,3.2,0.116100155614712,0,0.01,0.01,0.000666666666667481,0.000666666666667481,1.215,0,0.0486000000000004,0,20210722,NA,37.92,NA,75,NA,32.62,NA,NA,6.47384615384615,2.5,2.1,NA,"0.6","Low","22","Medium","Total border closure","Low","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","4.0 %","Low","4.6 %","Low","1.7 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.9","Low","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low",0.25,0,0
"207","Oman","OMN",43.1,5.38,0.491432501808262,4.46032414895545,-73.8484822310434,-68.5051840179734,0,0,25.289,0.392,1.01156,0.784000000000001,20210722,NA,79.48,NA,100,NA,76.55,NA,NA,0.0799999999999983,0,3,NA,"426.3","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","1","Medium","1.8 %","Low","20.0 %","Medium","3.8 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",2.5,0,0
"208","Pakistan","PAK",35.5,6.9,0.687818783594743,7.39366120565945,19.3923723335488,89.3549184354288,1.29282482223659,5.95699456236192,11.135,0.155,0.445399999999999,0.31,20210722,NA,66.46,NA,75,NA,65.24,NA,NA,2.08307692307692,2.5,5.3,NA,"8.8","Low","50","Medium","Screening","Medium","No measures","High","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","1.5 %","Low","4.5 %","Low","8.7 %","High","Academic break","Low","1,236,107","High","-10.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-1.35%","Medium","6.2","Medium","0.0","Low","5.5","Medium","No hotspot","Low","High","High",8.25,0,0
"209","Panama","PAN",43.7,5.26,0.535500393964433,5.11854721777996,23.2320266548371,-4.04212862018059,1.54880177698914,0,231.597,2.053,9.26388,4.106,20210722,NA,74.79,NA,75,NA,74.76,NA,NA,0.80153846153846,2.5,3.7,NA,"360.8","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","12.0 %","Low","18.5 %","Medium","-1.6 %","Medium","Closed due to COVID-19","High","NO DATA",NA,"-66.67%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.8","Low","0.0","Low","1.0","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"210","Peru","PER",49.2,4.16,0.732194943477809,8.05648873635605,-49.3421835160875,-42.1856761978962,0,0,37.097,2.127,1.48388,4.254,20210722,NA,68.54,NA,50,NA,71.19,NA,NA,1.76307692307692,5,4.3,NA,"97.0","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","8.5 %","Low","9.7 %","Medium","1.8 %","Low","Closed due to COVID-19","High","NO DATA",NA,"-78.13%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","0.00%","Medium","0.0","Low","0.0","Low","3.5","Medium","No hotspot","Low","High","High",5.75,0,0
"211","Philippines","PHL",47.6,4.48,0.480618410123693,4.29879873290103,-18.3296166119168,-4.09175600858659,0,0,50.833,0.837,2.03332,1.674,20210722,NA,64.43,NA,0,NA,73.63,NA,NA,2.39538461538461,10,4.7,NA,"68.5","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","6.9 %","Low","7.4 %","Medium","2.6 %","Low","Academic break","Low","NO DATA",NA,"-57.14%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-16.50%","Medium","3.8","Medium","5.8","Medium","3.8","Medium","No hotspot","Low","Low","Medium",6.75,0,0
